hash,author,date,description
6fd049e,Peter Parente,Sun May 20 16:14:03 2018 -0400,Merge pull request #615 from parente/doc-contributing
d29a0f6,Peter Parente,Sat May 19 12:49:01 2018 -0400,Merge pull request #633 from cam72cam/patch-2
e10d80d,Christian Mesh,Wed May 16 15:45:51 2018 -0400,Add the ability to specify chown arguments for both home and extra
f39639c,J Forde,Wed May 16 10:48:54 2018 -0400,Update recipes.md
30a95b2,J Forde,Wed May 16 10:10:07 2018 -0400,Update packages.md
b166137,J Forde,Tue May 15 22:10:58 2018 -0400,Update packages.md
177caae,J Forde,Tue May 15 20:50:13 2018 -0400,Update packages.md
178db9c,J Forde,Tue May 15 20:46:45 2018 -0400,Update features.md
dee887e,Christian Mesh,Tue May 15 11:13:55 2018 -0400,Add CHOWN_EXTRA support
a82e51a,Peter Parente,Sat May 12 14:36:40 2018 -0400,Address most review comments by @jzf2101
1085ca0,Peter Parente,Sat May 12 14:01:16 2018 -0400,Merge pull request #635 from mnagaku/mnagaku-patch-send2trash-not-work
b81dad5,Masaru Nagaku,Tue May 8 20:16:49 2018 +0900,send2trash not work
62360a7,Christian Mesh,Mon May 7 14:46:18 2018 -0400,Don't chown -R a user's home directory
160eb51,Peter Parente,Sun May 6 16:30:48 2018 -0400,Merge pull request #632 from parente/update-scipy
5b66283,Peter Parente,Sun May 6 16:29:13 2018 -0400,Add steps for contributing a recipe
4514341,Peter Parente,Sun May 6 15:23:28 2018 -0400,Update scipy-notebook packages
5fa2aaa,Peter Parente,Sun May 6 14:43:03 2018 -0400,Merge pull request #631 from parente/update-tf-keras
aabd6c9,Peter Parente,Sun May 6 12:15:47 2018 -0400,Update tensorflow to 1.5keras to 2.1
de3d87e,Peter Parente,Sun May 6 11:54:49 2018 -0400,Merge pull request #628 from jayqi/pyspark-conda-clean
7c6bf72,Jay Qi,Sat May 5 12:22:43 2018 -0500,Added conda clean. Addresses #627
1fbaef5,Peter Parente,Tue May 1 08:18:31 2018 -0400,Merge pull request #624 from parente/miniconda-conda-4.4
9e52e64,Peter Parente,Mon Apr 30 22:05:26 2018 -0400,Update miniconda installer to 4.4
1af3089,Peter Parente,Mon Apr 30 21:53:08 2018 -0400,Merge pull request #619 from acelasi7/update-scikit-libraries
8835571,Tudor,Thu Apr 26 23:23:54 2018 +0200,Update scikit-image to 0.13*
bfd82c5,Tudor,Thu Apr 26 23:18:48 2018 +0200,Update scikit-learn to 0.19*
1dc1481,Peter Parente,Fri Apr 27 16:55:51 2018 -0400,Merge pull request #623 from mariusvniekerk/patch-2
b37f105,Marius van Niekerk,Fri Apr 27 15:56:15 2018 -0400,Update toree to rc5
e0969e8,Peter Parente,Fri Apr 27 12:10:04 2018 -0400,Merge pull request #621 from tomjorquera/update-jupyterlab-032
a5d350f,Tom Jorquera,Fri Apr 27 11:39:08 2018 +0200,Update jupyterlab and extensions
8312f54,Peter Parente,Tue Apr 24 07:38:23 2018 -0400,Merge pull request #618 from parente/fix-npm-cache-clean
d289c08,Peter Parente,Mon Apr 23 21:52:14 2018 -0400,Force all npm cache clean commands
54623ca,Peter Parente,Mon Apr 23 21:51:04 2018 -0400,Force npm cache clean
a76af05,Peter Parente,Mon Apr 23 21:50:13 2018 -0400,Merge pull request #617 from mimoralea/patch-1
621be73,Miguel Morales,Mon Apr 23 16:07:52 2018 -0600,Remove facets directory
8a3149e,Peter Parente,Sun Apr 22 23:01:19 2018 -0400,Port recipes from project wiki to doc
13946de,Peter Parente,Sun Apr 22 23:01:07 2018 -0400,Minor wording improvements
c8b5d4e,Peter Parente,Sun Apr 22 16:38:46 2018 -0400,Document package updatesnew feature contirbutions
bffdeea,Peter Parente,Sun Apr 22 16:38:31 2018 -0400,Fix broken link
9f9e5ca,Peter Parente,Sun Apr 15 22:21:33 2018 -0400,Merge pull request #610 from datwiz/startup-usermod-check
e279868,Peter Parente,Sun Apr 15 22:21:03 2018 -0400,Merge pull request #600 from taqtiqa-mark/patch-1
44d010e,Chris Ottinger,Fri Apr 13 15:56:46 2018 +1000,in start.sh ensure usename jovyan exists before attempting usermod
8a1b90c,Peter Parente,Sun Apr 8 19:08:46 2018 -0400,Merge pull request #605 from parente/tornado5
22d38ba,Peter Parente,Sat Apr 7 23:16:29 2018 -0400,Fix pyarrow install
d452f4e,Peter Parente,Sat Apr 7 22:26:30 2018 -0400,Remove tornado<5 pin
72a11f9,Peter Parente,Sat Apr 7 16:01:45 2018 -0400,Merge pull request #604 from mariusvniekerk/patch-1
ec73c29,Marius van Niekerk,Sat Apr 7 07:34:01 2018 +0200,update all-spark to toree 0.2.0rc4
0344fd3,Mark Van de Vyver,Wed Apr 4 21:40:08 2018 +1000,Keyserver used in Hashicorps Nomad files
8d9388c,Min RK,Mon Apr 2 10:44:39 2018 +0200,Merge pull request #596 from clkao/start-notebook.d
95d84c2,Min RK,Mon Apr 2 10:43:14 2018 +0200,Merge pull request #601 from jakirkham/drop_r_channel
2cafcb8,Min RK,Mon Apr 2 10:42:53 2018 +0200,Merge pull request #602 from jakirkham/use_blas_pkg
a3edb42,John Kirkham,Mon Apr 2 01:29:41 2018 -0400,Use conda-forge's blas package w/openblas
a866877,John Kirkham,Mon Apr 2 00:57:07 2018 -0400,Drop the `r` channel
7b8fff7,Mark Van de Vyver,Fri Mar 30 13:34:11 2018 +1100,Keyserver pool
632ce8c,Chia-liang Kao,Mon Mar 26 21:59:59 2018 +0800,Run additional scripts in /usr/local/bin/start-notebook.d/
c88678a,Peter Parente,Mon Mar 26 20:52:42 2018 -0400,Merge pull request #538 from parente/rtd
09d5f5a,Peter Parente,Mon Mar 26 20:44:40 2018 -0400,Fix typo too
d64b476,Peter Parente,Mon Mar 26 20:44:02 2018 -0400,Address initial review comments
52d1fbc,Peter Parente,Mon Mar 26 15:02:12 2018 -0400,Merge pull request #591 from stijndehaes/master
3a5f57d,Min RK,Mon Mar 26 13:38:33 2018 +0200,Merge pull request #593 from clkao/patch-1
7e70419,Stijn De Haes,Mon Mar 26 09:05:16 2018 +0200,fixed tar --owner root to be correct
71978c3,Peter Parente,Sun Mar 25 21:35:30 2018 -0400,Fix TOC heading level
a7407c1,Peter Parente,Sun Mar 25 21:27:54 2018 -0400,Fix link to stack contrib page
d7e3817,Chia-liang Kao,Fri Mar 23 17:22:40 2018 +0800,base image on ubuntu:xenial-20180228
e34a17e,Peter Parente,Sun Mar 25 21:17:42 2018 -0400,Try the RTD path fix again
d03a419,Peter Parente,Sun Mar 25 21:15:04 2018 -0400,Fix path to readthedocs.yaml
6e55fcc,Peter Parente,Sun Mar 25 21:00:06 2018 -0400,Split pagesuse RTD theme for now
08560d2,Peter Parente,Sat Mar 24 23:24:46 2018 -0400,First draft configuration page
51ab78f,Peter Parente,Sun Feb 4 17:38:24 2018 -0500,Finish single container examples
f1400f6,Peter Parente,Sun Feb 4 14:00:26 2018 -0500,Stick with pip for travis testing
a319f52,Peter Parente,Sun Feb 4 12:48:33 2018 -0500,Fix travis env creation command
2cb59bd,Peter Parente,Sun Feb 4 12:29:47 2018 -0500,Fill-in and refine instructions to run
86b9d4d,Peter Parente,Sun Jan 28 22:43:24 2018 -0500,Notes about community stacks
8b79f98,Peter Parente,Sun Jan 21 22:23:02 2018 -0500,Add image descriptions and content summaries
f70d52d,Peter Parente,Sat Dec 30 22:13:32 2017 -0500,Outlineinclude some info from READMEs
118198a,Peter Parente,Fri Dec 29 20:32:22 2017 -0500,Sphinx quickstart
a54ce40,Peter Parente,Fri Dec 29 20:29:05 2017 -0500,Unify docstest dev env
73dc38e,Peter Parente,Sun Mar 25 17:48:41 2018 -0400,Merge pull request #595 from whosford/docker-stacks-update-tensorflow-readme
a995da5,Peter Parente,Sun Mar 25 17:46:35 2018 -0400,Merge pull request #594 from parente/fix-577-test-only-build-arg
f9c74a1,William Hosford,Sun Mar 25 14:19:33 2018 -0700,Update tensorflow readme with distributed mode instructions
e29efb7,Peter Parente,Sun Mar 25 16:57:06 2018 -0400,Fix arg name mismatch
3687dd3,Peter Parente,Sun Mar 25 16:02:52 2018 -0400,Add TEST_ONLY_BUILD arg
a7eb9d6,Stijn De Haes,Tue Mar 20 07:58:25 2018 +0100,Make extracted files root id
c19283d,Peter Parente,Mon Mar 19 10:04:39 2018 -0400,Merge pull request #588 from parente/fix-netcat
981f6e4,Peter Parente,Mon Mar 19 08:41:56 2018 -0400,Notebook 5.4force tornado 4.* at the outset
1d94de2,Peter Parente,Sun Mar 18 22:49:57 2018 -0400,Fix other IRKernel images
0ccd879,Peter Parente,Sun Mar 18 21:49:41 2018 -0400,Fix r-notebook notebook start
674e04d,Peter Parente,Sun Mar 18 18:50:14 2018 -0400,net -> netcat
6b88a4c,Peter Parente,Sat Mar 17 21:47:19 2018 -0400,Fix netcat install
637d455,Peter Parente,Sat Mar 17 21:45:10 2018 -0400,Merge pull request #581 from parente/shorter-travis-workaround
5b4d073,Peter Parente,Sat Mar 17 16:15:50 2018 -0400,Merge pull request #586 from gglanzani/patch-3
8322daa,Peter Parente,Sat Mar 17 12:30:06 2018 -0400,Merge pull request #579 from gglanzani/patch-1
30f16d5,Peter Parente,Thu Mar 15 22:42:49 2018 -0400,Merge pull request #584 from bclipp/master
f6adc59,Giovanni Lanzani,Thu Mar 15 06:16:38 2018 +0100,Add netcat
b7f2860,Peter Parente,Wed Mar 14 23:24:15 2018 -0400,Merge pull request #570 from lresende/update_toree
e321651,bclipp,Wed Mar 14 11:48:43 2018 -0400,sparklyr add to r-notebook
a58e6af,Giovanni Lanzani,Mon Mar 12 21:43:55 2018 +0100,Add pyarrow installation
96f2f77,Peter Parente,Wed Mar 14 07:24:10 2018 -0400,Merge pull request #580 from gglanzani/patch-2
9f34d09,Peter Parente,Wed Mar 14 07:21:17 2018 -0400,Merge pull request #576 from ewjoachim/patch-1
ae51a60,Peter Parente,Wed Mar 14 07:20:38 2018 -0400,Merge pull request #573 from terhorst/master
cc5ceae,Giovanni Lanzani,Tue Mar 13 09:51:17 2018 +0100,Add jupyterlab_bokeh extension
50247fe,Peter Parente,Tue Mar 13 23:35:44 2018 -0400,Merge pull request #567 from jupyter-on-openshift/openshift-jupyter-lab
049d7e1,Peter Parente,Tue Mar 13 23:32:40 2018 -0400,Restore all buildsdisable julia precompilation
1a38037,Peter Parente,Tue Mar 13 12:13:11 2018 -0400,Disable datascience / tensorflow builds on travis temporarily
de0cd80,Peter Parente,Fri Mar 9 15:05:02 2018 -0500,Merge pull request #566 from Bidek56/master
3c61b07,Joachim Jablon,Fri Mar 9 19:01:41 2018 +0100,Chown of home dir needs to be recursive
652cd9f,Jonathan Terhorst,Fri Mar 9 10:39:04 2018 -0500,add r-htmltools pkg
bbf34d3,Luciano Resende,Mon Mar 5 20:50:58 2018 -0800,Update to Toree 0.2.0 RC3
53b1064,Graham Dumpleton,Fri Mar 2 14:54:05 2018 +1100,Add instructions for enabling Jupyter Lab interface with OpenShift deployment.
ef402bf,Darek,Thu Mar 1 22:43:16 2018 +0000,Fixing checksum error
29e1b43,Darek,Thu Mar 1 21:22:56 2018 +0000,Changed Spark mirror server and upgraded py4j library to 0.10.6
f2e8096,Darek,Thu Mar 1 20:54:06 2018 +0000,Upgrading Spark to 2.3
92fe05d,Min RK,Tue Feb 20 10:21:48 2018 +0100,Merge pull request #558 from jupyter-on-openshift/home-volume-mounting
a7b1f81,Min RK,Tue Feb 20 10:21:19 2018 +0100,Merge pull request #559 from jupyter-on-openshift/mutable-passwd-group
2e3a596,Min RK,Tue Feb 20 10:14:57 2018 +0100,Merge pull request #557 from jupyter-on-openshift/source-to-image
c545886,Graham Dumpleton,Tue Feb 20 19:17:55 2018 +1100,Add entries to passwd/group if running as user not in passwd file.
9850b57,Graham Dumpleton,Tue Feb 20 12:21:19 2018 +1100,Correct URL in Source-to-Image template to reference master branch.
d2cfd3d,Graham Dumpleton,Tue Feb 20 10:52:47 2018 +1100,Avoid relying on existence of work subdirectory in Source-to-Image examples.
4d2992b,Graham Dumpleton,Tue Feb 20 10:19:08 2018 +1100,Avoid placing anything under home directory in OpenShift deployment example so can use it to mount volumes.
9e9ca73,Graham Dumpleton,Mon Feb 19 14:14:18 2018 +1100,Fix URLs for location of Source-to-Image example directory in master.
9b78b0c,Graham Dumpleton,Mon Feb 19 13:49:29 2018 +1100,Add README for Source-to-Image examples directory.
f0cdbd5,Graham Dumpleton,Mon Feb 19 13:17:54 2018 +1100,Remove packages file from image when using Source-to-Image before doing a buildrather than after.
52fba59,Graham Dumpleton,Mon Feb 19 11:43:20 2018 +1100,Add OpenShift template for buildingbut not deploying an image using Source-to-Image builder.
f87dec5,Graham Dumpleton,Sun Feb 18 21:58:43 2018 +1100,Add template for using Source-to-Image builder scripts with OpenShift.
49fe302,Graham Dumpleton,Sun Feb 18 21:54:47 2018 +1100,Ensure assemble script of Source-to-Image script logs progress.
9284357,Graham Dumpleton,Sun Feb 18 21:43:00 2018 +1100,Add save-artifacts script to Source-to-Image to avoid warnings/errors.
bad4f68,Graham Dumpleton,Sun Feb 18 20:58:32 2018 +1100,Add example Source-to-Image scripts for building custom notebook images.
65f1c4b,Peter Parente,Sat Feb 17 09:51:58 2018 -0500,Merge pull request #556 from avinson/master
ead1cae,Aaron Vinson,Sat Feb 17 00:15:06 2018 -0800,improve secure_path modification by storing in sudoers.d
9faed6a,Peter Parente,Fri Feb 16 21:52:17 2018 -0500,Merge pull request #555 from jupyter-on-openshift/writable-home-directory
f4bf2ba,Graham Dumpleton,Sat Feb 17 11:33:31 2018 +1100,Merge branch 'master' of github.com:jupyter/docker-stacks into writable-home-directory
4d32b21,Graham Dumpleton,Sat Feb 17 11:31:55 2018 +1100,Ensure anything under $HOME is always writable to group.
239dff3,Min RK,Fri Feb 16 15:09:08 2018 +0100,Merge pull request #551 from jupyter-on-openshift/openshift-templates
600ea66,Min RK,Fri Feb 16 14:39:28 2018 +0100,Merge pull request #550 from jupyter-on-openshift/user-as-integer-uid
fe4bf0d,Graham Dumpleton,Thu Feb 15 14:53:47 2018 +1100,Add notes on changing password when using OpenShift templates.
13be336,Graham Dumpleton,Thu Feb 15 14:43:30 2018 +1100,Add missing label to config map in OpenShift template.
770007b,Graham Dumpleton,Thu Feb 15 11:11:32 2018 +1100,Use NB_UID for USER statement in Dockerfile so deployment platform can verify that image doesn't run as root.
cd86d62,Graham Dumpleton,Wed Feb 14 17:09:44 2018 +1100,Add README for OpenShift example.
75108f9,Graham Dumpleton,Wed Feb 14 14:12:08 2018 +1100,Generate password from OpenShift template if none is supplied.
2a7f659,Graham Dumpleton,Wed Feb 14 12:23:06 2018 +1100,Add example templates for deploying notebooks to OpenShift.
c548000,Peter Parente,Sun Feb 4 14:28:34 2018 -0500,Merge pull request #545 from chriszs/lab-31
8cbf385,Chris Zubak-Skees,Sun Feb 4 13:19:11 2018 -0500,Upgrade ipywidgets in scipy for compatibility with 0.31 jupyterlab version
27cf703,Chris Zubak-Skees,Sun Feb 4 13:01:28 2018 -0500,Fix to check dict status code response in test_container_options
b214741,Peter Parente,Sun Feb 4 12:58:17 2018 -0500,Merge pull request #544 from Bidek56/master
7c68f9c,Chris Zubak-Skees,Sun Feb 4 00:41:30 2018 -0500,Upgrade to the first JupyterLab beta v0.31
d28657d,Bidek56,Sat Feb 3 16:43:16 2018 -0500,Added PYTHONPATH to sudo
9089b66,Peter Parente,Wed Jan 31 21:49:37 2018 -0500,Merge pull request #539 from clkao/jupterhub-lab
29b68cd,Min RK,Wed Jan 31 15:18:21 2018 +0100,Merge pull request #541 from cam72cam/cam72cam-chown-home
272476e,Christian Mesh,Wed Jan 31 09:05:01 2018 -0500,Gate chown /home/$NB_USER behind $CHOWN_HOME
b4d2d6f,Christian Mesh,Wed Jan 31 08:51:52 2018 -0500,Support provisioned storage with incorrect permissions
94657c2,Chia-liang Kao,Wed Jan 31 01:16:49 2018 +0800,rework to use JUPYTER_ENABLE_LAB for both notebook and hub
ec2f794,Chia-liang Kao,Sun Jan 28 16:26:19 2018 +0800,Enable jupyterhub-lab support.
27ba573,Peter Parente,Thu Jan 18 23:00:06 2018 -0500,Merge pull request #529 from nbonnotte/master
c6c6819,BonnotteNicolas,Tue Jan 9 17:53:11 2018 +0100,Add /bin to sudo secure_path
cf1a3aa,Peter Parente,Sun Jan 14 22:54:30 2018 -0500,Merge pull request #534 from terhorst/patch-1
9dfacf4,Jonathan Terhorst,Sun Jan 14 11:03:15 2018 -0500,Add correct command :)
9717069,Jonathan Terhorst,Sun Jan 14 10:42:36 2018 -0500,Update Dockerfile to install r-hexbin
400c696,Peter Parente,Fri Jan 5 00:38:14 2018 -0500,Merge pull request #525 from parente/fix-sudo-path
a3cfda2,Peter Parente,Thu Jan 4 22:40:46 2018 -0500,Verify path prefix in test
6fa67cc,Peter Parente,Thu Jan 4 00:00:54 2018 -0500,Append $CONDA_DIR/bin to sudo secure_path
2c80cf3,Peter Parente,Sat Dec 30 13:12:04 2017 -0500,Merge pull request #509 from tlinnet/master
ac82cac,Peter Parente,Fri Dec 29 20:19:09 2017 -0500,Fix missing @ in version
3b5175b,Peter Parente,Fri Dec 29 19:58:19 2017 -0500,Fix missing jupyterlab-manager version
fb01654,Peter Parente,Fri Dec 29 19:37:07 2017 -0500,Fix test to use bash for multiple commands
c560907,Peter Parente,Fri Dec 29 19:22:42 2017 -0500,Fix missing env vars (inc. PATH) in some cases
b928811,Peter Parente,Sun Dec 17 11:57:16 2017 -0500,Minor README touchups
0766b5f,Troels Schwarz-Linnet,Sun Dec 3 13:08:42 2017 +0100,This is to fix running SUDO as eihter the jovyan user or root.
412a17b,Troels Schwarz-Linnet,Thu Nov 30 00:15:40 2017 +0100,Fix for granting SUDO to jovyan user and run bash commands.
e97bb8a,Troels Schwarz-Linnet,Wed Nov 29 22:24:32 2017 +0100,Added list to quickly find README of each imagewhen reading the main README
ef4c304,Troels Schwarz-Linnet,Wed Nov 29 22:00:12 2017 +0100,Adding info how to mount local directory into 'work' directory
8a527c9,Troels Schwarz-Linnet,Wed Nov 29 21:52:36 2017 +0100,Improved READMEwith explaining 2 methods to start the Jupyter stacks
0b3ec81,jakirkham,Mon Dec 25 19:19:10 2017 -0800,Merge pull request #520 from codles/patch-2
d98e1f7,Robert Luke,Tue Dec 26 13:23:34 2017 +1100,Update Julia version in README to match script
db3ee82,Peter Parente,Mon Dec 18 22:21:49 2017 -0500,Merge pull request #518 from ellisvalentiner/patch-1
80f1cb9,Ellis Valentiner,Mon Dec 18 12:51:50 2017 -0500,Merge branch 'patch-1' of github.com:ellisvalentiner/docker-stacks into patch-1
db8f4ae,Ellis Valentiner,Mon Dec 18 12:51:44 2017 -0500,Fix URL domain
740cb1e,Ellis Valentiner,Mon Dec 18 08:48:54 2017 -0500,Merge branch 'master' into patch-1
4b417f2,Ellis Valentiner,Mon Dec 18 08:46:27 2017 -0500,Merge branch 'master' into patch-1
3c19b74,Ellis Valentiner,Sun Dec 17 21:46:29 2017 -0500,Julia v0.6.2
e98aeb0,Ellis Valentiner,Sat Dec 2 23:11:27 2017 -0500,Add sha256 check and use JULIA_VERSION env var
219ab91,Ellis Valentiner,Fri Dec 1 23:10:35 2017 -0500,julia 0.6.0
e5c5a7d,Peter Parente,Mon Dec 18 08:39:42 2017 -0500,Merge pull request #508 from parente/406-integration-tests
706194f,Peter Parente,Sun Dec 17 12:03:58 2017 -0500,Update jupyterlab hub ext to 0.7.0
b45fe72,Peter Parente,Sun Dec 17 11:41:19 2017 -0500,Updating jupyterlab to 0.30.*
22adf3e,Peter Parente,Sat Dec 16 23:13:00 2017 -0500,Fix make test-reqs naming
36d1ebc,Peter Parente,Sat Dec 16 23:06:23 2017 -0500,Add make test-reqs and separate requirements file
2402858,Peter Parente,Sat Dec 16 23:03:26 2017 -0500,Remove mount permissions test
c7fb666,Peter Parente,Sun Dec 3 20:37:47 2017 -0500,Merge pull request #510 from ellisvalentiner/julia-0.6.0
b2f1b29,Ellis Valentiner,Sat Dec 2 23:11:27 2017 -0500,Add sha256 check and use JULIA_VERSION env var
167a0cb,Peter Parente,Sat Dec 2 22:03:44 2017 -0500,Fix mount test on CI
64b4bed,Ellis Valentiner,Fri Dec 1 23:10:35 2017 -0500,julia 0.6.0
803dc0c,Peter Parente,Fri Dec 1 22:52:00 2017 -0500,Fix bogus assertadd mount test
463490f,Peter Parente,Thu Nov 30 00:16:09 2017 -0500,MNT: Clean npm packages and JupyterLab artifacts
b913913,Peter Parente,Thu Nov 30 00:15:17 2017 -0500,Tests for NB_UIDNB_GIDGRANT_SUDO options
8a59d74,Peter Parente,Tue Nov 28 23:57:05 2017 -0500,Refactor to share fixtures with option tests
79ad94e,Peter Parente,Mon Nov 27 23:28:37 2017 -0500,Add requests to travis requirements
6ba0d59,Peter Parente,Mon Nov 27 23:28:11 2017 -0500,Add placeholder tests for base-notebook
2b75a5a,Peter Parente,Mon Nov 27 23:17:03 2017 -0500,Switch to pytest for container testing
18e0e8c,Peter Parente,Mon Nov 27 23:14:15 2017 -0500,Remove legacy make targets
033056e,Peter Parente,Thu Nov 23 23:57:04 2017 -0500,Merge pull request #507 from tlinnet/master
25d7ce2,Troels Schwarz-Linnet,Thu Nov 23 14:48:03 2017 +0100,Activate ipywidgets for JupyterLab. #505
e89b2fe,Peter Parente,Sat Nov 18 14:50:30 2017 -0500,Merge pull request #503 from fasib/fix-r-missing-tzdata
4fb8881,Alexander Treptau,Sat Nov 18 16:27:36 2017 +0100,(fix) Add tzdata as R pre-requisites. #502
7fd175e,Min RK,Tue Nov 14 14:29:33 2017 +0100,Merge pull request #499 from minrk/prepend-r-channel
